review_id,star_rating,helpful_votes,total_votes,vine,verified_purchase
R1109CPQX6EJZT,4.0,56.0,60.0,N,Y
ROGB2D8RR6DK1,5.0,54.0,60.0,N,Y
RZ85LZPN4YNCE,5.0,50.0,60.0,N,N
R14T8IDUJZ447X,5.0,56.0,60.0,N,N
R16JCE4AQUMXZ1,3.0,53.0,60.0,N,Y
R1P2ZBZ43Z727B,5.0,56.0,60.0,N,Y
R30AJHQJYZC9UW,5.0,53.0,60.0,N,Y
RAZ95MMMNX9LS,5.0,58.0,60.0,N,Y
R2QG1QHK1N83DN,4.0,55.0,60.0,N,Y
R16YL0QIEX784B,1.0,53.0,60.0,N,N
R3FJHLM3761HNL,5.0,58.0,59.0,N,N
R143L6BFP50S0,1.0,54.0,59.0,N,N
R3J4ZR72E3FW0G,5.0,57.0,59.0,N,Y
R2URB26XMFKFX0,2.0,49.0,59.0,N,Y
R7BEM4QW69CK2,4.0,58.0,59.0,N,N
RBL87GZLX6FEZ,1.0,57.0,59.0,N,Y
R3BETNB7FKFUPX,5.0,57.0,59.0,N,Y
R392YP4WOQ3PU3,3.0,56.0,59.0,N,N
R2WTGUK782P8RN,5.0,59.0,59.0,N,N
R280826OQWF0WL,2.0,57.0,59.0,N,Y
R9SQO8TEP96C1,5.0,53.0,59.0,N,Y
R3IYI1MMGTK8PE,5.0,58.0,59.0,N,N
RPHCBZAI123WO,3.0,57.0,59.0,N,Y
R144GMY0BYOZG7,3.0,55.0,59.0,N,N
RB1Q78T1J145Y,5.0,57.0,59.0,N,Y
RCRW5VQR3DDJE,5.0,56.0,59.0,N,N
R1N8CVCTOQQT2A,1.0,55.0,59.0,N,Y
RVVDPF73APUG6,5.0,52.0,59.0,N,Y
R2I4PUOUSH4SDI,1.0,56.0,59.0,N,Y
R1XOKMB88BPASY,1.0,58.0,59.0,N,Y
RGR1SBPJE0BAS,5.0,56.0,59.0,N,Y
RUNP59GWBXV16,1.0,50.0,59.0,N,N
R20G8QP73FAE9Y,5.0,56.0,59.0,N,Y
RPE7XN76HTFYK,5.0,58.0,59.0,N,Y
R13K1ENGS9RHYT,3.0,58.0,59.0,N,Y
R29JRWDP6KLT8G,5.0,50.0,59.0,N,N
RN4YWLQN4PH0G,1.0,39.0,59.0,N,N
R12JHRO0THNXI7,5.0,57.0,59.0,N,N
R3GUVV24X7JSMU,1.0,44.0,59.0,N,Y
RB9I5QX1T9NFN,4.0,57.0,59.0,N,Y
RRGABWUR6EZKZ,5.0,55.0,59.0,N,N
R1V7CI3499LRNF,4.0,56.0,58.0,N,Y
R2SXQ8LHGOODQU,5.0,57.0,58.0,N,Y
RPU677SP0O3F0,5.0,49.0,58.0,N,Y
R3E311MLULMH80,5.0,57.0,58.0,N,Y
RUSFXOC1EA7OK,3.0,55.0,58.0,N,Y
RKPQ5L5FLCWLW,5.0,56.0,58.0,N,N
R10VBWZ3K3DKDT,4.0,57.0,58.0,N,Y
R183578L4INWR2,5.0,52.0,58.0,N,Y
R3PNNS560N2S2N,2.0,55.0,58.0,N,Y
R3KVE9O53K3QZ3,5.0,57.0,58.0,N,N
R13EI0YXPHNJFJ,5.0,51.0,58.0,N,N
RWJD45RTO45VB,2.0,56.0,58.0,N,Y
R27ZPI72WW7WX1,5.0,56.0,58.0,N,Y
R3LCZ5QM49M6KG,3.0,53.0,58.0,N,Y
RZWDT4W1BOFP9,5.0,57.0,58.0,N,Y
RYWMSPGOYV2GE,2.0,45.0,58.0,N,Y
R2N9L8WC0ZXNKF,3.0,52.0,58.0,N,Y
R1X9F7N7PI0ZYE,5.0,56.0,58.0,N,Y
RBHSJ87X3X7VF,5.0,58.0,58.0,N,Y
R3N0S45WYO60N8,5.0,48.0,58.0,N,Y
R1B65908JQ380O,5.0,52.0,58.0,N,Y
R1RWN4S2UZPYV7,3.0,51.0,58.0,N,Y
R3TGBZAL3CHC3Q,5.0,58.0,58.0,N,Y
R1F5B1XW9HLN55,5.0,53.0,58.0,N,Y
RVTR9BQZ3T3P,3.0,38.0,58.0,N,Y
R22JLVF5R9TN2H,3.0,53.0,58.0,N,N
R2AWAOL86X3HQT,5.0,56.0,58.0,N,N
R6CR6V1MBFZ4O,4.0,53.0,58.0,N,Y
R1Y000UUJY0XO,5.0,56.0,58.0,N,Y
RAKHQLIPRSQYN,5.0,57.0,58.0,N,N
R3NXS5Y4D2AZ43,1.0,56.0,58.0,N,N
RCUTY6NXFEE0P,5.0,56.0,58.0,N,Y
R2P1CVLOHN1N6K,5.0,53.0,58.0,N,Y
R2SGZQ8BRK0DQG,5.0,56.0,58.0,N,Y
R1OMOPB6B1C31Y,3.0,54.0,58.0,N,Y
R19EBCG3CLDHEC,1.0,53.0,58.0,N,Y
R1WYS6J81UJO5P,5.0,55.0,57.0,N,Y
R3RAF0LKMT6MWG,5.0,49.0,57.0,N,Y
R3LRR08D9I1HTZ,1.0,54.0,57.0,N,Y
R2NBL40ZSJRQJ0,4.0,53.0,57.0,N,Y
R2VCS9ERZ6UTEM,3.0,56.0,57.0,N,Y
RU4WH2KM50P07,2.0,46.0,57.0,N,N
R2EE2B3J1Q79EF,3.0,55.0,57.0,N,Y
R3RXQ0TD71081R,5.0,54.0,57.0,N,Y
R1A0CUGV1X1GIL,1.0,56.0,57.0,N,Y
R2NI6J6JGYBJHN,5.0,54.0,57.0,N,Y
R3EWZMPFSZW7X1,5.0,56.0,57.0,N,Y
RSFNRNRN0OPR8,5.0,52.0,57.0,N,Y
R21GE3NRR8LQNZ,4.0,54.0,57.0,N,N
R2X8SV1IKS4N03,1.0,52.0,57.0,N,Y
R2XLIQZLPM9PXJ,3.0,55.0,57.0,N,Y
RV6A4GW5UHSQV,3.0,53.0,57.0,N,Y
RYEIGGR8XZACC,5.0,54.0,57.0,N,Y
RU4AFKSY2UEV3,1.0,54.0,57.0,N,Y
RBJE1ZO8273E0,1.0,56.0,57.0,N,Y
RECJOMGUZ9LWX,5.0,52.0,57.0,N,Y
RGR7QNO3891BB,1.0,33.0,57.0,N,N
R32945WXOHLR4Q,5.0,55.0,57.0,N,N
R3BJ5PQYTY4RYE,5.0,52.0,57.0,N,Y
RDB8HOBRRLD82,3.0,56.0,57.0,N,Y
R2E7WLO4HHL5EF,5.0,55.0,57.0,N,Y
R48M94U8S8BCI,5.0,57.0,57.0,N,Y
RBYP86MJXKJLX,4.0,51.0,57.0,N,Y
RIE9AHBW558S,1.0,53.0,57.0,N,Y
R29T66ZHOXIBXX,5.0,52.0,57.0,N,Y
R35F49448V2E41,5.0,50.0,57.0,N,Y
R2H3NI2M4O15K8,5.0,54.0,57.0,N,Y
RVBE1P6BLA47F,1.0,53.0,57.0,N,Y
RAERS55WBM23,4.0,54.0,57.0,N,Y
R3QI4REGAQ8Z9N,5.0,52.0,57.0,N,N
RDYRXBNVHFPRX,4.0,55.0,57.0,N,Y
RFDJ102SZCR1N,5.0,48.0,57.0,N,Y
R1N1HO13TJ2BF7,5.0,52.0,57.0,N,Y
R13QKY5X9VIZWV,1.0,48.0,56.0,N,Y
R39PZPNYDAOTW9,3.0,46.0,56.0,N,Y
RTP1YW51NDY9X,3.0,48.0,56.0,N,Y
R23OID09TUMVFM,1.0,56.0,56.0,N,Y
R95WTTLVEXV1H,4.0,55.0,56.0,N,Y
R3RZMVFPESV162,5.0,56.0,56.0,N,Y
R29AVA149EIBSL,1.0,48.0,56.0,N,N
R29CFR0ULE0D9S,5.0,50.0,56.0,N,Y
RZXGS4POIH67M,3.0,52.0,56.0,N,Y
R1JKX9JA94C879,2.0,53.0,56.0,N,Y
R1JXT2DNKWGQQQ,1.0,53.0,56.0,N,Y
R4O8AAA3E9ZPU,3.0,52.0,56.0,N,Y
RXQU8NIQ1K4T4,5.0,55.0,56.0,N,Y
R3BPHUIQZ1VID7,2.0,49.0,56.0,N,Y
R3BYNZMTIYT4FY,1.0,46.0,56.0,N,N
R38IQPVR6NB2WC,4.0,51.0,56.0,N,N
R3D52BLJELEXPY,5.0,54.0,56.0,N,Y
R3PI18YQ5ARKUQ,4.0,48.0,56.0,N,N
R38CUVKJ5C83Y3,5.0,54.0,56.0,N,Y
R25VFH4HRFJ999,4.0,54.0,56.0,N,Y
RYPE2YDDM8QI0,1.0,49.0,56.0,N,Y
RLRKTFERMYHN4,2.0,48.0,56.0,N,Y
R2UN0DKZ8A99GX,5.0,52.0,56.0,N,N
R2CLA418WOFAG3,2.0,50.0,56.0,N,Y
R30IYTJCHSHJHE,1.0,51.0,56.0,N,N
R3LF6HFVYVL6QH,4.0,56.0,56.0,N,N
R3G5Z2IJ2LZ46J,4.0,54.0,56.0,N,Y
R249ONINGV47ZR,5.0,52.0,56.0,N,N
R39YEAVTPQ631T,5.0,49.0,56.0,N,Y
R2Z4YKI0YGX2F0,5.0,55.0,56.0,N,Y
RSZOUI06QI1TF,5.0,55.0,56.0,N,N
RIP9HRLR8E6OG,5.0,55.0,56.0,N,Y
R3HMJNN5U6X7A0,4.0,48.0,56.0,N,Y
RT2RLVP7FZX2L,5.0,52.0,56.0,N,Y
R2VSY5M39NTEYR,5.0,56.0,56.0,N,Y
R1L3H15DCDSSS1,4.0,56.0,56.0,N,Y
R1AN2H4XM8O31J,3.0,51.0,56.0,N,Y
RIVUIKZUMVAZB,4.0,55.0,56.0,N,Y
RCMTJBISJ34SK,4.0,56.0,56.0,N,Y
R21ZLQRIR1YG4X,5.0,55.0,56.0,N,Y
R370XND8DEJLGM,5.0,49.0,56.0,N,Y
R2DWCUI2JDIC7G,3.0,55.0,56.0,N,Y
R2M6OO2U7B7LGR,5.0,49.0,55.0,N,Y
R1JHIOS4RC0KMB,5.0,53.0,55.0,N,Y
R18W56ZSN93LB1,5.0,53.0,55.0,N,Y
R2MV9XDY8RR8HD,4.0,53.0,55.0,N,Y
R185LOF9T4RI2,2.0,52.0,55.0,N,Y
R3NOIYM7CWQMEC,5.0,54.0,55.0,N,Y
R377OC5WL4JZDC,4.0,52.0,55.0,N,Y
R1WGT2QA3R27P7,5.0,51.0,55.0,N,Y
R3QKDLL5YQMSK4,5.0,54.0,55.0,N,Y
R12EZIQG6QKZR8,3.0,53.0,55.0,N,Y
R1Y6IQ8Z0O6KW8,5.0,52.0,55.0,N,Y
R1SKSAGT5MFALL,5.0,52.0,55.0,N,Y
R2ML1HL8LN93T,3.0,50.0,55.0,N,Y
R3802TX5WUE3HA,4.0,53.0,55.0,N,N
R26G737OB0IY1N,5.0,53.0,55.0,N,N
RT7XKOT9LAHE3,2.0,51.0,55.0,N,Y
R3QX6EVRBE9JQM,4.0,52.0,55.0,N,Y
R1TPPME9AKWT7I,4.0,55.0,55.0,N,Y
RTHMGNVW8PUE7,2.0,53.0,55.0,N,N
R5J1FNJKYO152,4.0,51.0,55.0,N,Y
R2AORH1CG7K2C5,5.0,43.0,55.0,N,Y
R263K7HGOGNRXT,4.0,52.0,55.0,N,Y
R21LV0EI90RTDH,1.0,47.0,55.0,N,Y
R1T9FHIG1QV23L,2.0,46.0,55.0,N,Y
R1A6M88T88NDCD,4.0,54.0,55.0,N,Y
RKH2GOVDHWINZ,1.0,50.0,55.0,N,Y
R2FEC42A9EHU2A,5.0,54.0,55.0,N,Y
R3U43YRVP7I5AQ,2.0,50.0,55.0,N,N
R2A2I8PZWGD2LF,4.0,50.0,55.0,N,N
R1WMNK5C34G8FL,5.0,52.0,55.0,N,Y
R1BC4PYZVTJUBO,5.0,52.0,55.0,N,Y
R2YZFFD7HUK0O5,1.0,50.0,55.0,N,Y
R2UHH90CVRXMF6,4.0,47.0,55.0,N,Y
R3ON7MGBQPXE2W,5.0,52.0,55.0,N,N
RA08UVV9E90C4,5.0,50.0,55.0,N,Y
R3EQM9H5HW5UJA,5.0,53.0,55.0,N,Y
R7AQZ3MXQJYQQ,5.0,52.0,55.0,N,Y
R15UQNJUCDWYLS,3.0,49.0,55.0,N,Y
R2P1CK9QEH5VOL,4.0,51.0,55.0,N,Y
R2DDR2NV4HI857,1.0,43.0,54.0,N,Y
R2Y4MX5CLV4QB,5.0,52.0,54.0,N,Y
R3O13QJ0TN903F,4.0,53.0,54.0,N,N
RGQBLDWB2ZOG8,5.0,52.0,54.0,N,Y
R1PJWYW3BD5QLU,1.0,53.0,54.0,N,Y
R3F5LCYLWM46I4,5.0,53.0,54.0,N,N
R1M97HZYDPJNX2,4.0,54.0,54.0,N,Y
RP4AR2T569J0X,3.0,52.0,54.0,N,Y
R2OFRXC58YDWEH,5.0,53.0,54.0,N,Y
R1KBNZ904M2QK4,5.0,51.0,54.0,N,N
R1JT7JWVUGD4H3,5.0,53.0,54.0,N,Y
R1O19S4HN9DNTH,2.0,49.0,54.0,N,N
R1SRA1HEKE4O17,5.0,53.0,54.0,N,Y
RKA5DACLFCW6X,5.0,54.0,54.0,N,Y
R2WUDTYXVPE8DH,1.0,48.0,54.0,N,Y
RTLCRDXHG53PX,5.0,51.0,54.0,N,Y
R22Q10JNXP3Z9I,5.0,52.0,54.0,N,N
R3ITZP4TUNAI51,4.0,54.0,54.0,N,Y
R1043OA0OMHD1M,5.0,54.0,54.0,N,Y
R2B3BHQX50EJXD,4.0,51.0,54.0,N,Y
R1JHCEBN6Y9OFJ,3.0,48.0,54.0,N,Y
R16MEHHEDYR6A4,4.0,53.0,54.0,N,Y
RV3TO34F55S83,5.0,48.0,54.0,N,Y
R1DGQ72PMHGFAN,1.0,51.0,54.0,N,Y
RC2WDEVXPJVD7,5.0,52.0,54.0,N,Y
R2HYJJVEQ0Q5XY,1.0,54.0,54.0,N,Y
RTVXIXU05VAQX,5.0,54.0,54.0,N,Y
R1IE3CJU4U8E0X,3.0,52.0,54.0,N,Y
RZIR233J4AZ3C,4.0,52.0,54.0,N,Y
RARR7U94NDE71,3.0,51.0,54.0,N,N
RCBUVKAZU3F12,4.0,52.0,54.0,N,Y
R1GVQWKY7P8WPI,3.0,48.0,54.0,N,Y
RD7YPS9YPRYY,5.0,52.0,54.0,N,Y
R33ZHKFXO9YIDY,2.0,51.0,54.0,N,Y
R2B7ORFW55SBIU,5.0,50.0,54.0,N,Y
R3CDV5OWPYRRUG,4.0,51.0,54.0,N,Y
RBGGEZRFCMG0B,1.0,46.0,54.0,N,Y
R18MR58Z21IW44,5.0,49.0,54.0,N,Y
R2HXZ3IT6UGRSE,5.0,53.0,54.0,N,Y
R35RRV0HX095XY,5.0,53.0,54.0,N,Y
RSD9V9NHH6K5B,1.0,37.0,54.0,N,N
R24HYZ2CQ43439,3.0,49.0,54.0,N,Y
R155X7QWY2EGKH,2.0,48.0,54.0,N,Y
R1PM2RB5PY5TXN,1.0,54.0,54.0,N,N
R2RJJMRB4WNOOU,4.0,49.0,54.0,N,N
R174TSAY4176CI,5.0,54.0,54.0,N,Y
R2L415PTD2WLM8,5.0,48.0,53.0,N,N
RUCXFBF8MDV0X,5.0,53.0,53.0,N,N
R1KQXE8FBVYYHO,1.0,50.0,53.0,N,N
RZ7M9Q402NR3S,5.0,52.0,53.0,N,N
R354498V9PXW4P,5.0,51.0,53.0,N,N
R2YBA1WRUBGDYW,5.0,51.0,53.0,N,Y
R372Q27ZIB2FTM,1.0,45.0,53.0,N,N
ROLO851S170LR,5.0,49.0,53.0,N,N
R1JZNMHLWJ23M2,3.0,52.0,53.0,N,Y
R3JU1NQARTT5EY,5.0,53.0,53.0,N,Y
R5C8P655F3YGU,5.0,52.0,53.0,N,Y
R35EVWOD5WON4O,1.0,50.0,53.0,N,Y
R1ZZFMP9JKRGB3,1.0,46.0,53.0,N,Y
R2VVL2503OJGFG,1.0,50.0,53.0,N,Y
RWVIBW0HENGOI,5.0,47.0,53.0,N,N
R1MLRWX1H889RV,2.0,53.0,53.0,N,Y
R1C6TI37UVNI6J,5.0,51.0,53.0,N,N
R16RIN28IS6HIM,5.0,51.0,53.0,N,Y
R1DKJ7O6ABWH5E,5.0,51.0,53.0,N,N
R3V9397P09OOU4,5.0,51.0,53.0,N,Y
R26YR2UKYZY16O,5.0,52.0,53.0,N,Y
R2NZR4NBYLPVKU,5.0,53.0,53.0,N,Y
R35K63R3US46T9,1.0,52.0,53.0,N,Y
R3TSGKFW4V0502,3.0,48.0,53.0,N,Y
RBHYOVOAXYAEA,1.0,49.0,53.0,N,Y
R11FZCICRP6GCJ,5.0,52.0,53.0,N,N
R2WHX5EDSKOIFZ,1.0,45.0,53.0,N,Y
R37NRVA74SEZV9,4.0,47.0,53.0,N,Y
R2NSGAQN3880WI,2.0,45.0,53.0,N,N
R3WSVBW6ZZAAR,5.0,50.0,53.0,N,Y
R2TFIVE4FO8EHZ,4.0,49.0,53.0,N,Y
R33RNDP9SUCUQ0,3.0,51.0,53.0,N,Y
R10Y2O6J1FZF06,3.0,44.0,53.0,N,N
R1Q0USQPV44VO1,1.0,44.0,53.0,N,N
R1LU8RZ8QO3JRB,1.0,48.0,53.0,N,Y
R1XMKL35IFE6H2,4.0,40.0,53.0,N,Y
R3TX2B9ODPXOFX,4.0,49.0,53.0,N,Y
R2RSC5IUFFF0PB,5.0,47.0,53.0,N,Y
R2HRUK551OATRM,3.0,49.0,53.0,N,Y
RBE57UV4T2HA5,5.0,52.0,53.0,N,Y
R3JPGJ02QT03Y5,5.0,49.0,53.0,N,Y
R39PJCY6FS6BAC,5.0,53.0,53.0,N,Y
R1EHINJ8FKGKX4,5.0,47.0,53.0,N,Y
R1VXE1M6CY76V1,4.0,50.0,53.0,N,Y
R3J8BFP43Q6MT7,2.0,45.0,53.0,N,N
R32S7T6D1ARO4U,1.0,50.0,53.0,N,Y
RD5EEUUMT4P47,5.0,50.0,53.0,N,Y
R370PIYHCH44HQ,5.0,51.0,53.0,N,Y
R2STMSLTM6B1SG,5.0,52.0,52.0,N,Y
R1HK1QADCRRHYE,5.0,52.0,52.0,N,Y
R2NBPFPMTWIDKL,4.0,51.0,52.0,N,Y
R1G2AK0JPJJS77,1.0,37.0,52.0,N,Y
RW4JC2QJOOI5V,5.0,51.0,52.0,N,Y
R1OC09QL9MCK1A,1.0,51.0,52.0,N,Y
RXPAB0GMN7R69,5.0,52.0,52.0,N,Y
R3GGIW1LTXYSUL,5.0,50.0,52.0,N,Y
RV2GNKJW0GEBS,4.0,52.0,52.0,N,Y
R3JLDQTIW0283L,3.0,48.0,52.0,N,N
R6JJENLF40PH,2.0,43.0,52.0,N,Y
R37UGG2UTADAZQ,4.0,50.0,52.0,N,N
R13TC1GC8CF7R4,4.0,51.0,52.0,N,Y
R11L4DBY1TZ8M7,5.0,51.0,52.0,N,Y
R3L6WVE5KC7DLN,2.0,38.0,52.0,N,Y
R29YZNMONJ969L,5.0,49.0,52.0,N,Y
RX1PP67NTX9DL,5.0,49.0,52.0,N,N
RUD4HSX8CWNG9,2.0,50.0,52.0,N,N
R2HATP98M2UAHG,5.0,45.0,52.0,N,N
R3G52VB1W00IIY,5.0,52.0,52.0,N,Y
R3PESURZM5GUYY,4.0,45.0,52.0,N,N
R33UVTX6TQ9S1N,4.0,48.0,52.0,N,Y
R3U7YE4LJIZ7UO,5.0,48.0,52.0,N,Y
R3BWKXNWMMJPEM,5.0,42.0,52.0,N,Y
RBB82H3OO5MOQ,4.0,46.0,52.0,N,Y
R35EW11W2S19W6,5.0,50.0,52.0,N,Y
R37XL0872MNH3N,4.0,47.0,52.0,N,Y
R2A1ZTZD5A3MAJ,1.0,50.0,52.0,N,N
R15A8D94RA6MTI,1.0,48.0,52.0,N,Y
R1P6LEUY3ULOD2,1.0,51.0,52.0,N,Y
R3ITDLWMS03X87,3.0,46.0,52.0,N,Y
R30IVXEJ28YIHK,4.0,52.0,52.0,N,Y
RX9QDBBI64FGX,5.0,51.0,52.0,N,Y
R2QQ5JFA50CPNJ,1.0,49.0,52.0,N,Y
R378T3ASPBAAZ0,1.0,48.0,52.0,N,N
R5Q5DVZW4V81T,5.0,47.0,52.0,N,Y
RVSHDRWW02MK9,5.0,51.0,52.0,N,Y
R1PIVU43IKGZ7U,2.0,43.0,52.0,N,Y
RJS4C0MSDM82W,2.0,49.0,52.0,N,Y
R3JYOQQ9BHPYU6,1.0,39.0,52.0,N,N
RMFG3UN0CCMQ5,4.0,48.0,52.0,N,Y
R1KFSNV2CMIME9,5.0,50.0,52.0,N,Y
R14EY8LLGCDHZO,5.0,50.0,52.0,N,N
R6D9CD80L1NME,3.0,44.0,52.0,N,Y
R2UBWS9L0OM2VX,5.0,46.0,52.0,N,Y
RS3N5FA66A26J,4.0,49.0,52.0,N,Y
R2KMI4D8N1QZTT,2.0,48.0,52.0,N,Y
R3FOM4D909L2IK,1.0,50.0,52.0,N,Y
ROMKGIEG797NF,5.0,49.0,52.0,N,Y
R2P7CPK7X8UG9K,5.0,52.0,52.0,N,Y
R2H3G68GJYQ0NK,1.0,33.0,52.0,N,N
R3BU16J2W42REG,5.0,52.0,52.0,N,Y
R3M0DN7U9EEIC9,3.0,50.0,52.0,N,N
R2SE0RWXKBORV6,5.0,47.0,51.0,N,Y
RXI4UEPFJ6EGY,5.0,50.0,51.0,N,N
R2V8VR11EFSRZR,5.0,50.0,51.0,N,Y
R1FE1MNWGSKCXE,5.0,50.0,51.0,N,Y
R1Q4QDK0QFLQK,4.0,51.0,51.0,N,Y
R3AQD3SKFEOW1D,4.0,44.0,51.0,N,Y
R1TZTAC9IA2HQP,5.0,49.0,51.0,N,Y
R16PTEU4B9PZUX,5.0,49.0,51.0,N,N
R37X05HAXHI9DZ,3.0,47.0,51.0,N,Y
R3DNF8378ZR5SH,5.0,51.0,51.0,N,Y
R3UKIBLWYJ9EHT,4.0,49.0,51.0,N,Y
R14E7FLI301TUX,5.0,41.0,51.0,N,Y
R1AF47VMHFU2RZ,5.0,50.0,51.0,N,Y
R1OFZV0MLMVGP4,5.0,51.0,51.0,N,Y
R1H3GC5C93YDKG,4.0,47.0,51.0,N,Y
R1M3BHCUOTJCQW,5.0,49.0,51.0,N,Y
RMM1M76TG6B60,4.0,50.0,51.0,N,Y
R2U1DAE0M5T7C4,4.0,45.0,51.0,N,Y
R3KMU2NTV8T4GX,5.0,49.0,51.0,N,N
R2LUFPAOU9AHXQ,4.0,48.0,51.0,N,Y
RNF8NZQFH50QC,5.0,48.0,51.0,N,Y
R3B90VW7VP5SNN,3.0,41.0,51.0,N,Y
R2IQV271QOWLGD,5.0,46.0,51.0,N,Y
R2DHCXBZO8CVL0,5.0,43.0,51.0,N,N
R3SW0PS8JW6T1D,5.0,49.0,51.0,N,Y
R2JWFODMJZONT3,5.0,48.0,51.0,N,N
R2LE2B7Y9AGKDK,4.0,48.0,51.0,N,Y
R3C5AWD1G8SW7C,4.0,47.0,51.0,N,Y
R3RE4PSSXDYRN4,1.0,38.0,51.0,N,Y
R4MSDM18XNFG5,5.0,42.0,51.0,N,Y
R6PR60YHFB33N,5.0,45.0,51.0,N,Y
R1Y3BISNNGJE91,4.0,46.0,51.0,N,Y
R2QRY2RYBVXAH9,2.0,49.0,51.0,N,Y
RP6OMEM1R09EC,1.0,28.0,51.0,N,N
R1TW3DIGUSJFBY,5.0,49.0,51.0,N,Y
R16ZUMI7ZZKB2E,1.0,50.0,51.0,N,Y
R3RIHYWYUWYTMS,5.0,51.0,51.0,N,Y
R2B6QLLYKJWJAO,1.0,40.0,51.0,N,N
RAWA57CVTI7RH,5.0,49.0,51.0,N,Y
R2N06IGPIA8MX9,5.0,50.0,51.0,N,Y
R1IP5O0P68WWNA,5.0,51.0,51.0,N,Y
R3LXMQF4RRDFSB,2.0,43.0,51.0,N,Y
RJB0HCPODK46U,5.0,51.0,51.0,N,N
R4TI469BFCKSG,3.0,47.0,51.0,N,N
R32IPX76DDSHST,2.0,45.0,51.0,N,Y
RGKAUMWTQFXM5,5.0,51.0,51.0,N,Y
R34O7VJUXVYCHS,4.0,48.0,51.0,N,N
RWD3BKZ68OSJZ,3.0,45.0,51.0,N,Y
R3KAQ2TOSG1LSN,5.0,48.0,51.0,N,Y
R1Y9NO19D27KF5,5.0,39.0,51.0,N,Y
R3118Y7KUO0ZH9,5.0,50.0,51.0,N,Y
R2WBEJQFG0PUK6,5.0,45.0,51.0,N,Y
R1U836O55H7Z4E,5.0,46.0,51.0,N,Y
R196P72O3B70TM,5.0,51.0,51.0,N,N
R2FDCQHM8X7Q02,1.0,47.0,51.0,N,Y
RGHZYCACBCQHJ,1.0,43.0,50.0,N,N
R3ASK4CGRIZQK6,5.0,48.0,50.0,N,Y
R213PW7RSI6Z7N,5.0,48.0,50.0,N,Y
R1X0COIQEQ11ZQ,3.0,43.0,50.0,N,N
R1JNGUGNGUZ47D,5.0,49.0,50.0,N,N
R3KUR5XRDVL23J,5.0,48.0,50.0,N,Y
RETTJPEL2CO4S,2.0,46.0,50.0,N,Y
R3AHNCE362Q2R2,5.0,48.0,50.0,N,Y
RXJM8Y7P3ZUTB,1.0,46.0,50.0,N,Y
R22WZ25J9HLSFP,5.0,46.0,50.0,N,Y
R3UUCXOHTA7DR6,5.0,49.0,50.0,N,N
RH5Q23USL65YH,5.0,49.0,50.0,N,N
RW2PXO9R4C9L5,5.0,48.0,50.0,N,Y
R39JPZQ8MMT2ZB,5.0,49.0,50.0,N,Y
R1BQRZ2S0JHF9J,5.0,48.0,50.0,N,Y
R1TIQ5MWMXRICU,3.0,45.0,50.0,N,Y
R8O8S887AJIQT,4.0,49.0,50.0,N,N
R2915MBGEQS3Q3,5.0,46.0,50.0,N,Y
RLGG83KSDTQ1X,5.0,48.0,50.0,N,N
RPXGE2FBLEBJV,2.0,30.0,50.0,N,N
R1ELU9U0NDD70R,5.0,50.0,50.0,N,Y
R2LJLHM88RSGMO,5.0,48.0,50.0,N,N
RDC2FGRPTZU88,4.0,46.0,50.0,N,N
R1QMMCRY5LXV9V,5.0,48.0,50.0,N,Y
R5RSBKQNTQYVY,5.0,47.0,50.0,N,Y
R2D4171197BU9S,5.0,48.0,50.0,N,Y
RNSKC4TXYT258,5.0,49.0,50.0,N,Y
R7ANLNIA5N90C,5.0,49.0,50.0,N,Y
R1UH9R85R51ACC,5.0,44.0,50.0,N,N
R1X3P6BFFCJJMZ,4.0,44.0,50.0,N,Y
RFDVGRKJD2QKM,2.0,40.0,50.0,N,Y
R1CWOAULY7SKI9,5.0,50.0,50.0,N,N
R2MIZ7WU676SET,5.0,50.0,50.0,N,N
RGYX6L7U6WUW1,3.0,49.0,50.0,N,Y
R2DZWDFED1MABQ,5.0,49.0,50.0,N,Y
R3I1R10ICSNXVU,5.0,50.0,50.0,N,Y
REOWZMC78ZD68,1.0,44.0,50.0,N,Y
R2RRBW62UVRK79,1.0,48.0,50.0,N,Y
R57JDHCHLR4CK,1.0,48.0,50.0,N,N
R1I7CIMSZOHSI2,5.0,49.0,50.0,N,Y
R37KTF8GIQZOYE,1.0,46.0,50.0,N,Y
R11T2DV77AUHYA,5.0,49.0,50.0,N,Y
R3L6IDK9MHTA24,5.0,46.0,50.0,N,Y
RPMDUOCVSH7UJ,1.0,37.0,50.0,N,Y
R1ET8I9GGU4YU1,5.0,50.0,50.0,N,Y
R3IPGZI6TBR9PP,1.0,45.0,50.0,N,Y
R3AVOESNJFOKWE,1.0,43.0,50.0,N,Y
R2TWAOTKJ9LTA7,5.0,50.0,50.0,N,Y
R10HVD42QM685B,5.0,48.0,50.0,N,Y
R1ERH8Q7WMJJUF,5.0,49.0,50.0,N,Y
R3EO9RHAJHHDPS,1.0,50.0,50.0,N,Y
R2LTRQFS37DM2Q,3.0,49.0,50.0,N,Y
R1A3WX8QQH7XQ,5.0,43.0,50.0,N,Y
R85U0U874C7WV,5.0,48.0,50.0,N,Y
R52QQR9VKNXC1,5.0,48.0,50.0,N,Y
RZ0VPINP1ONLU,1.0,48.0,50.0,N,Y
R3AOX9I2QESITX,1.0,41.0,50.0,N,Y
R2YMSGWE76RYYC,5.0,50.0,50.0,N,Y
